"feature","Estimate_group","pvalue","fdr","sign_group","method","vs","fold_change","log2FC"
"Lrrc75b","Group",0.281438105669094,0.928877335788265,"DMSO","DESeq2","DMSO vs T3976",1.08299940354579,0.115032448392442
"Lrrc8a","Group",0.672214411226569,0.977995168066088,"T3976","DESeq2","DMSO vs T3976",0.983459220735289,-0.0240628626811596
"Lrrc8b","Group",0.140462445754945,0.874231214879567,"T3976","DESeq2","DMSO vs T3976",0.799914373275601,-0.32208251971514
"Lrrc8c","Group",0.687966384298841,0.979712220991605,"T3976","DESeq2","DMSO vs T3976",0.970213855524799,-0.0436253122272521
"Lrrc8d","Group",0.484081733512612,0.96337282334811,"T3976","DESeq2","DMSO vs T3976",0.959381274528357,-0.0598238139978678
"Lrrc8e","Group",0.435751891903178,0.958451068170202,"T3976","DESeq2","DMSO vs T3976",0.949215385614133,-0.0751926098534798
"Lrrcc1","Group",0.0369991854187274,0.751331532718379,"DMSO","DESeq2","DMSO vs T3976",1.24565124704874,0.316900204332257
"Lrrd1","Group",0.946274859682059,0.997847092875734,"T3976","DESeq2","DMSO vs T3976",0.981294442970542,-0.0272420046441603
"Lrrfip1","Group",0.770550303462243,0.987933351677229,"T3976","DESeq2","DMSO vs T3976",0.989174912538384,-0.0157024443380684
"Lrrfip2","Group",0.217056125671324,0.918341915603955,"DMSO","DESeq2","DMSO vs T3976",1.05275742183139,0.0741730463943021
"Lrriq3","Group",0.196321416106728,0.91084012822877,"DMSO","DESeq2","DMSO vs T3976",1.35779759552278,0.441268435621667
"Lrrk1","Group",0.0146831747580892,0.614146331603578,"DMSO","DESeq2","DMSO vs T3976",1.12868361893934,0.17464114124487
"Lrrk2","Group",0.58593732750228,0.974834825142219,"DMSO","DESeq2","DMSO vs T3976",1.05499237196741,0.0772325676864213
"Lrrn1","Group",0.505156328806344,0.965033439955982,"T3976","DESeq2","DMSO vs T3976",0.962732209425687,-0.0547935365488013
"Lrrn2","Group",0.869606489429017,0.991433589305502,"T3976","DESeq2","DMSO vs T3976",0.919047070160307,-0.121789342026126
"Lrrn3","Group",0.0162262903188581,0.637657440774231,"DMSO","DESeq2","DMSO vs T3976",1.57960287561915,0.659561899295876
"Lrrn4cl","Group",0.271842999316855,0.928250567976057,"T3976","DESeq2","DMSO vs T3976",0.841330916344081,-0.249254734992712
"Lrrtm2","Group",0.569527080374497,0.972350429434428,"T3976","DESeq2","DMSO vs T3976",0.866194573339969,-0.207236960856436
"Lrsam1","Group",0.445192797938997,0.958451068170202,"DMSO","DESeq2","DMSO vs T3976",1.05409760790297,0.0760084646198908
"Lrtm1","Group",0.04928184405072,0.779989699201573,"T3976","DESeq2","DMSO vs T3976",0.478279057826166,-1.06407547277032
"Lrwd1","Group",0.715638259747246,0.98363544554628,"T3976","DESeq2","DMSO vs T3976",0.984322349993137,-0.0227972421485484
"Lsg1","Group",0.576669236068391,0.974019589531822,"DMSO","DESeq2","DMSO vs T3976",1.03095686078535,0.0439839660395437
"Lsm1","Group",0.261259118255185,0.921038074363164,"T3976","DESeq2","DMSO vs T3976",0.947582377207583,-0.077676726777391
"Lsm10","Group",0.108766518759039,0.849775737944519,"T3976","DESeq2","DMSO vs T3976",0.910132161749712,-0.135852038305093
"Lsm11","Group",0.179029943454368,0.897758878676786,"T3976","DESeq2","DMSO vs T3976",0.916914422997797,-0.125141003682014
"Lsm12","Group",0.704591443033615,0.980915324360246,"T3976","DESeq2","DMSO vs T3976",0.977946063260741,-0.0321731965933495
"Lsm14a","Group",0.994232829583667,0.999216628715299,"T3976","DESeq2","DMSO vs T3976",0.999641598235107,-0.000517157129407147
"Lsm14b","Group",0.0995795311499162,0.833832658625936,"T3976","DESeq2","DMSO vs T3976",0.938649227061438,-0.0913419710062865
